name,description,signature,threat_score,color,background_color,link,CVE,CVSS,,
Phishing,Known Phishing Link Detected,viatelceo\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,pfehephov\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,listnareransrenpe\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,stabatenadfer\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,roundschocazabaprua\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,nenteladebodgoo\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,renlapu\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bricaltio\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,prolrirobedisc\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,vasimphoconma\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,conparkbosilmofing\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,racfiegreg\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,spitexmimanneres\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,marlicadabooks\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ciadrafasgusti\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,gryphapacmatepa\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,nasvacul\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tolestkibackte\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,mulsibertjuska\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bagarcaedreamatcoa\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tiroomki\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,viaruguttgen\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,zardkergi\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,hellgrafexrei\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,crookchaimitcebusub\.cf,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tracunathviba\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,portnibarevertei\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,specenfranmemicca\.cf,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ofrotire\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,rillauspirhosfe\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,riomargioflogefun\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,racanilusruse\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,adovinsilocac\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ticombetiphindlaf\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,forsunsdiroworlthyl\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,giuplathydsultswip\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,creamadforhua\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,perbzaha\.ga,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,comtynewkeren\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,courtlegcompfreehexdo\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tiobuymasyn\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,sluramgogjunggyla\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,steepattfeed\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,sipoticur\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,samsconreaport\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,liguncomp\.gq,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,profamicboslaver\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ficosba\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,catchnemocenaddisr\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dripdaforzeidheal\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,blearallidaturmi\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,nenliasiverdo\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,kaitiriripick\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,conkita\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,pucosviry\.gq,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ethunicdoub\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,esaddrewin\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,agelunnatoothfdeep\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tisgoualopolsi\.ga,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,muudiabarepoby\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,guicrimtewald\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,biratudi\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,faiforsma\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bankswanesfunwarcca\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,afneva\.gq,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,nachksobuvelpo\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,comlamilisdio\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,planorrivalsyre\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,gouforjoyney\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,iztunfeitack\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,textrenoutentra\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,nmounzihesynlucal\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ecveemu\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,laretdomi\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,linklidovipadebt\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,compsylamalycoc\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,mortatifna\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,fortticwindprovrephmo\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tracinindeemback\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,stonbirkness\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lectimitt\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,chuxinchopogrderpla\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,perleyginro\.cf,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,riamaber\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,emapanchip\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,suppnesfi\.gq,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,alponrilasru\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tragesblutun\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,heartpepmolemn\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lindcalinroofetu\.gq,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,twitciequefifitma\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,maylarconsjetheart\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,stinuktrucnedane\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,sighnipeasoli\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,procgeformocon\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,trochowalorigri\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,rocami\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,glovextoneno\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tuaborscoorsasanth\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,urenunlapi\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,poundkrusulin\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bertlepurrocaro\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tlesedlora\.cf,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,josiwert\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ablejess\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,mortmapopa\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,voiphophis\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,heibirthsorup\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,buyflambangra\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,keyvitisuppti\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,vestlockphiropa\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,matcuni\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ringnerjuncfiltova\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bizsekind\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dendeamedonerea\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,makwartmeasova\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,gacesdewebhoovar\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ceuknowrepsi\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,asqueguinvigeb\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ntolexav\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,kingmarbiwin\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,reabanighdinsryvol\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,stocbarntivamat\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,niestafdimabetu\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,erorunelaras\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,inodestacohot\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ciafoponja\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,stinveconle\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,gakilcatheafcha\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,terbbovilpei\.gq,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,rednewskomi\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,outuguc\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,treamalendu\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,benfreden\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,courdilen\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,alutmabi\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,rileasudpohos\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,paudazhonggrower\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,laufithorde\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,watcatunsirohost\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,diaberlolo\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,cryploopanorzasub\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,haupretethovop\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,waipertilisi\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,adimcomti\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,baypode\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,carreistacjuggposbatt\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,omafrelsigan\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,windnomagadi\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,skelocbacobb\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,fecmunchrilite\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,jettelifobilstua\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,kelerfastlomegiv\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,treadeqonininmon\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,handbillbaszmostranti\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,inarhosuwin\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,itnapoglierai\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ittocangi\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ovspywgandsoxanacc\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,veytempjiggelarhong\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,smariceas\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,drenajercafjohngim\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tiddbromrenre\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,breeddesgrupppa\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,maopridinun\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,meirasttighblasoptab\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,terfire\.ga,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,conftannyo\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,healuconhetozahn\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bhumeninpas\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,sfattetlifeemis\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,webroavawynne\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,coakneepac\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dispterehalo\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,rodsearchgolfmenbo\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,thriftioketdown\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,intioratapen\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,hoablananke\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,pawnycompci\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tradatamzensale\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,compcusimpphotgketkvi\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,iltupe\.gq,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tiutaregfi\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,buysamlu\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,isebnarefderent\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,surkeatiparchia\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,faldthropebechouviv\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,korbeko\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,giemercodeher\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,martefor\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,krusanambaxjackbechs\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,voefanandtanpha\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,staraclo\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dastrotedviserssi\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,larkblacinan\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,taikepapitute\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ataplinsubtpar\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,diatibesch\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,kogeconhoraco\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,riagrehulatoun\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tallcredseranni\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,laucrochinprot\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,kalpeata\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,enunexdame\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lobergailabremp\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,zazzrupobactcalca\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,erinagomkut\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,aligtitannusonn\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,actaugeibulme\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tisanrogava\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,veihiteendyven\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,erocitex\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,enranhick\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,pavibestaichinghigh\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,litamdrefde\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,roftacansaulandpig\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,cleanabret\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,fistwicbuckwing\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,jackmasing\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,stegitarin\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,closthernribabot\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,schedcoona\.gq,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,leinorecrasup\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tingpela\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,sylinhallpi\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,mibetuthearranktam\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,toasiteve\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,enaltmas\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,mananja\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lactura\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,adsaphasou\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,monsgradelanex\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,jalafithe\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,crumimrenormoli\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,omagqua\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,neuwrapdisphi\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ustridko\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,linklirobo\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,chealamara\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,blunanunder\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,cambackpicklansubs\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,alalhefalmema\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lacilea\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,maymocpaidetrati\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,sortnithoti\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
